Country Name,2007,2008,2009,2010,2011,2012,2013,2014,2015
Tunisia,74.53541463,74.63697561,74.72529268,74.81126829,74.90668293,75.01890244,75.15429268,75.31434146,75.49704878
Turkey,73.17812195,73.50282927,73.80631707,74.09404878,74.36941463,74.63629268,74.89604878,75.15214634,75.40709756
Tuvalu,,,,,,,,,
Tanzania,58.16982927,59.11812195,60.01043902,60.85568293,61.67443902,62.48729268,63.30560976,64.1184878,64.90331707
Uganda,54.58156098,55.49546341,56.3322439,57.07763415,57.722,58.27482927,58.74902439,59.15580488,59.5087561
Ukraine,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122
Upper middle income,73.15843694,73.4273968,73.72044375,73.95607316,74.23684128,74.47654368,74.71816553,74.92436697,75.11854968
Uruguay,75.95153659,76.10158537,76.25009756,76.39612195,76.54219512,76.68836585,76.83465854,76.98209756,77.13163415
United States,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.74146341,78.74146341
Uzbekistan,68.95090244,69.2865122,69.6307561,69.96843902,70.28341463,70.56302439,70.80068293,70.99339024,71.14568293
St. Vincent and the Grenadines,71.69229268,71.92312195,72.13892683,72.3342439,72.50707317,72.66263415,72.80658537,72.9395122,73.06495122
"Venezuela, RB",73.39041463,73.47826829,73.5715122,73.67514634,73.79419512,73.9262439,74.07041463,74.22614634,74.3915122
British Virgin Islands,,,,,,,,,
Virgin Islands (U.S.),78.82439024,78.92439024,79.07317073,79.17317073,79.37317073,79.47317073,79.62439024,79.77317073,79.87317073
Vietnam,74.47487805,74.63865854,74.80319512,74.97043902,75.14285366,75.32134146,75.50534146,75.69529268,75.89119512
Vanuatu,69.94863415,70.24385366,70.529,70.80312195,71.0647561,71.31343902,71.54917073,71.772,71.98490244
World,69.79463073,70.08453335,70.40674945,70.68495745,70.97376295,71.21697592,71.46206472,71.69170194,71.88880421
Samoa,72.00331707,72.41495122,72.82702439,73.23002439,73.6125122,73.9674878,74.2905122,74.58007317,74.83870732
Kosovo,69.19756098,69.39756098,69.64878049,69.9,70.14878049,70.49756098,70.79756098,71.09756098,71.34634146
"Yemen, Rep.",62.54634146,62.88134146,63.20031707,63.4982439,63.77560976,64.03339024,64.27707317,64.50717073,64.72568293
South Africa,52.99702439,53.70407317,54.68346341,55.86960976,57.18107317,58.52041463,59.80007317,60.95478049,61.93409756
Zambia,52.25409756,53.68846341,55.13158537,56.5244878,57.80860976,58.9474878,59.92019512,60.71534146,61.33958537
Zimbabwe,47.63585366,49.24943902,51.02890244,52.87780488,54.69719512,56.40770732,57.9405122,59.24431707,60.27934146
